Stations,LAT,LON,Eng_Location
新宿駅,35.68974,139.7004,"Shinjuku Station, 3 Chome Shinjuku, Shinjuku City, Tokyo 160-0022, Japan"
西新宿駅,35.694378,139.69288999999998,"Nishi-Shinjuku Station, Japan"
下井草駅,35.72387,139.6247,"Japan, 〒167-0022 Tōkyō-to, Suginami City, Shimoigusa, 2-chōme, 下井草"
東新宿駅,35.69793,139.70741,"Higashi-Shinjuku Station, 7 Chome-27-11 Shinjuku, Shinjuku City, Tokyo 160-0022, Japan"
東大島駅,35.689907,139.8475,"Higashi-Ojima Station, Japan"
牛込神楽坂駅,35.70086,139.73587,"Ushigome-Kagurazaka Station, Japan"
平和島駅,35.578693,139.73494,"Heiwajima Station, 6-chōme Ōmorikita, Ota City, Tōkyō-to 143-0016, Japan"
本郷三丁目駅,35.707497,139.76131999999998,"Hongo-sanchome Station, Japan"
大森海岸駅,35.587555,139.73532,"Japan, Tōkyō-to, 大森海岸"
西早稲田駅,35.707645,139.709,"Nishi-Waseda Station, 2 Chome-20-10 Nishiwaseda, Shinjuku City, Tokyo 169-0051, Japan"
御茶ノ水駅,35.699387,139.76523999999998,"Ochanomizu Station, 2 Chome Kanda Surugadai, Chiyoda City, Tokyo, Japan"
二子玉川駅,35.611484999999995,139.62646,"Futako-Tamagawa Station, 2 Chome-22-13 Tamagawa, Setagaya City, Tokyo, Japan"
尾山台駅,35.606976,139.6539,"Oyamadai Station, Japan"
半蔵門駅,35.685375,139.74165,"Hanzomon Station, Japan"
要町駅,35.733146999999995,139.69849,"Kanamecho, Toshima City, Tōkyō-to, Japan"
豊洲駅,35.65374,139.79546000000002,"Toyosu Sta., Japan"
南千住駅,35.73332,139.79906,"Minami-Senju Station, ４-５-2 南千住 荒川区 東京都 116-0003, Japan"
蓮根駅,35.7842,139.67902,"Renkon, Itabashi City, Tōkyō-to, Japan"
田原町駅,35.709804999999996,139.79076,"Tawaramachi Station, 1 Chome-1-18 Nishiasakusa, Taito City, Tokyo 111-0035, Japan"
馬喰横山駅,35.691963,139.78297,"Bakuroyokoyama Station, 4-13 Nihonbashiyokoyamacho, Chuo City, Tokyo 103-0003, Japan"
東十条駅,35.76395,139.72687,"Higashi-Jujo Station, Japan"
矢口渡駅,35.562447,139.70033,"Japan, 〒146-0095 Tōkyō-to, Ota City, Tamagawa, 1-chōme, 矢口渡"
立会川駅,35.59847,139.73893999999999,"Japan, Tōkyō-to, Shinagawa City, 立会川"
喜多見駅,35.636547,139.58725,"Kitami Station, Japan"
市ヶ谷駅,35.691013,139.73557,"Japan, 〒102-0076 Tokyo, Chiyoda City, Gobancho, 千代田 区 九段 南 ４ 丁目 新宿 区 市谷 田町 １ 丁目 Ichigaya Station"
六町駅,35.784896999999994,139.82164,"Rokucho Station, 4 Chome-4-18 Rokucho, Adachi City, Tokyo 121-0073, Japan"
本所吾妻橋駅,35.708607,139.80456999999998,"Honjo-Azumabashi Station, Japan"
三ノ輪駅,35.729626,139.79137,"Minowa Station, ５丁目-１９-6 根岸 台東区 東京都 110-0003, Japan"
六郷土手駅,35.54053,139.70758,"Japan, Tōkyō-to, Ota City, 六郷土手"
北赤羽駅,35.786625,139.70616,"Kita-Akabane Station, Japan"
蔵前駅,35.705193,139.79321000000002,"Kuramae Station, 2 Chome-3-１ Kuramae, Taito City, Tokyo 111-0051, Japan"
田園調布駅,35.596863,139.66733,"Japan, 〒145-0071 Tokyo, Ota City, 田園調布 3 丁目 25-18 Den-enchofu Station"
鵜の木駅,35.5755,139.68062,"Unoki Station, ２丁目-４-1 鵜の木 大田区 東京都 146-0091, Japan"
都立家政駅,35.722366,139.64455,"Toritsukasei Station, Japan"
神田駅,35.691821999999995,139.77094,"KANDA STATION, 2 Chome Kajicho, Chiyoda City, Tokyo, Japan"
駒込駅,35.736565,139.74701000000002,"Komagome Station, 2-chōme-1 Komagome, Toshima City, Tōkyō-to 170-0003, Japan"
千住大橋駅,35.74237,139.79726000000002,"Japan, 〒120-0038 Tōkyō-to, Adachi City, Senjuhashidochō, 千住大橋"
目白駅,35.721171999999996,139.70656,"Mejiro Station, 3 Chome Mejiro, Toshima City, Tokyo, Japan"
蓮沼駅,35.564198,139.70848,"Hasunuma, 3-chōme Higashiyaguchi, Ota City, Tōkyō-to 146-0094, Japan"
亀有駅,35.766537,139.84753,"Kameari, 3-chōme-25 Kameari, Katsushika City, Tōkyō-to 125-0061, Japan"
六本木駅,35.662865000000004,139.7315,"Japan, 六本木"
上町駅,35.64338,139.64671,"Kamimachi Station, 3 Chome-4-3 Setagaya, Setagaya City, Tokyo 154-0017, Japan"
西ヶ原駅,35.745926000000004,139.74223,"Japan, 〒114-0024 東京都北区西ケ原２丁目３ Nishigahara Station"
九段下駅,35.695479999999996,139.75116,"Kudanshita Station, 1 Chome-13-19 Kudankita, Chiyoda City, Tokyo, Japan"
梅ヶ丘駅,35.656017,139.65364,"Umegaoka Station, Japan"
とうきょうスカイツリー駅,35.710403,139.80916000000002,"Tokyo Skytree Station, Japan"
目黒駅,35.633915,139.71556,"Japan, Meguro Station"
江古田駅,35.73748,139.67274,"Japan, Tōkyō-to, Nerima City, 江古田"
梅島駅,35.772366,139.79802,"Umejima Station, Japan"
久が原駅,35.579838,139.68535,"Kugahara Sta., 2 Chome-6-10 Minamikugahara, Ota City, Tokyo 146-0084, Japan"
鷺ノ宮駅,35.72262,139.6399,"Japan, 〒165-0032 Tōkyō-to, Nakano City, Saginomiya, 3-chōme−15, 鷺ノ宮"
京成曳舟駅,35.7181,139.81963000000002,"Keisei Hikifune Station, Japan"
落合南長崎駅,35.7234,139.68347,"Japan, Tōkyō-to, Shinjuku City, 落合南長崎"
浜松町駅,35.65538,139.75713000000002,"Hamamatsuchō Station, 1 Chome Kaigan, Minato City, Tokyo 105-0022, Japan"
駒場東大前駅,35.658665,139.6845,"Komaba-Todai-Mae Station, Japan"
八丁堀駅,35.67459,139.77803,"Hatchobori Station, 3 Chome Hatchobori, Chuo City, Tokyo 104-0032, Japan"
志茂駅,35.77812,139.73247,"Shimo Station, Japan"
赤坂見附駅,35.677067,139.73737,"Japan, 赤坂見附駅"
西大井駅,35.60179,139.7218,"Nishi-Ōi Station, 1 Chome Nishioi, Shinagawa City, Tokyo, Japan"
新江古田駅,35.732594,139.67043999999999,"Japan, 〒165-0023 Tōkyō-to, Nakano City, Eharachō, 新江古田"
泉岳寺駅,35.638645000000004,139.73997,"Sengakuji Station, Japan"
西太子堂駅,35.64452,139.66634,"Nishi-Taishido Station, Japan"
鐘ヶ淵駅,35.733425,139.82,"Kanegafuchi Station, Japan"
大師前駅,35.778877,139.78163,"Daishi-Mae Station, １-３-1 西新井 足立区 東京都 123-0841, Japan"
新中野駅,35.69749,139.66893000000002,"Shin-Nakano Station, 4 Chome-2-15 Central, Nakano City, Tokyo 164-0011, Japan"
不動前駅,35.625766999999996,139.71356,"Fudomae Station, 3 Chome-9-12 Nishigotanda, Shinagawa City, Tokyo 141-0031, Japan"
中野坂上駅,35.697067,139.68216,"Japan, Tōkyō-to, Nakano City, 中野坂上"
柴又駅,35.756706,139.8755,"Shibamata Station, Japan"
中板橋駅,35.756145000000004,139.69463000000002,"Naka-itabashi Station, 33-1 Yayoicho, Itabashi City, Tokyo 173-0021, Japan"
上野駅,35.71417,139.7774,"Japan, 〒110-0005 Tokyo, Taito City, Ueno, 7 丁目 Ueno Station"
新大塚駅,35.726067,139.72939,"Japan, 〒112-0012 Tōkyō-to, Bunkyo City, Ōtsuka, 4-chōme−52, 新大塚"
住吉駅,35.689014,139.81583,"Sumiyoshi Station, Edogawa City, Tokyo, Japan"
緑が丘駅,35.606506,139.67915,"Midorigaoka Station, ３丁目-１-12 緑が丘 目黒区 東京都 152-0034, Japan"
下板橋駅,35.7457,139.71487,"Shimo-itabashi Station, 4-chōme-43 Ikebukurohonchō, Toshima City, Tōkyō-to 170-0011, Japan"
野方駅,35.719685,139.65321,"Nogata, 2 Nogata, Nakano City, Tōkyō-to 165-0027, Japan"
品川シーサイド駅,35.609446999999996,139.7497,"Japan, 〒140-0002 Tōkyō-to, Shinagawa City, Higashishinagawa, 4-chōme−12, 品川シーサイド"
下落合駅,35.71568,139.6953,"Japan, Tōkyō-to, Shinjuku City, 17, 下落合"
竹芝駅,35.653965,139.76192,"Takeshiba Station, Japan"
小竹向原駅,35.74334,139.67952,"Kotake-Mukaihara Station, Japan"
大久保駅,35.70173,139.69613999999999,"Japan, 〒169-0073 Tōkyō-to, Shinjuku City, Hyakuninchō, 18, 大久保駅"
糀谷駅,35.554474,139.72977,"Kojiya, 4-chōme Nishikōjiya, Ota City, Tōkyō-to 144-0034, Japan"
中目黒駅,35.64416,139.69884,"Naka-Meguro Station, 3-4-1 Kamimeguro, 目黒区 Tokyo 153-0051, Japan"
有明テニスの森駅,35.640076,139.78883000000002,"Ariake-tennis-no-mori Sta., 1-chōme-9 Ariake, Koto City, Tōkyō-to 135-0063, Japan"
牛田駅,35.744385,139.8113,"Ushida Station, Japan"
新高島平駅,35.790226000000004,139.65428,"Shin-Takashimadaira Station, 7 Chome-1 Takashimadaira, Itabashi City, Tokyo 175-0082, Japan"
小台駅,35.750479999999996,139.76173,"Odai Station, Japan"
月島駅,35.66386,139.78409,"Tsukishima Station, Japan"
西高島平駅,35.79189,139.64588999999998,"Japan, 〒175-0082 Tōkyō-to, Itabashi City, Takashimadaira, 西高島平"
若林駅,35.645992,139.65993,"Wakabayashi Station, Japan"
八広駅,35.72725,139.82835,"Yahiro Station, Japan"
大鳥居駅,35.552279999999996,139.74016,"Japan, Tōkyō-to, Ota City, 大鳥居"
菊川駅,35.6884,139.8061,"Tōkyō-to, Sumida City, Kikukawa, 3-chōme−16−2"
大岡山駅,35.607487,139.68563999999998,"Ōokayama Sta., 3 Chome-27-1 Kitasenzoku, Ota City, Tokyo 145-0062, Japan"
三鷹台駅,35.692066,139.58931,"Japan, 〒181-0001 Tōkyō-to, Mitaka, Inokashira, 1-chōme, 三鷹台"
堀切菖蒲園駅,35.74762,139.82745,"Horikirishōbuen Sta., Japan"
京成立石駅,35.738279999999996,139.8486,"Keisei-Tateishi Station, Japan"
新柴又駅,35.75104,139.8794,"Japan, 〒125-0052 Tōkyō-to, Katsushika City, Shibamata, 5-chōme, 新柴又"
扇大橋駅,35.76389,139.77086,"Ogi-Ohashi Station, Japan"
辰巳駅,35.64577,139.81035,"Tatsumi Station, Japan"
仲御徒町駅,35.706627000000005,139.7762,"Japan, 〒110-0005 東京都台東区上野5丁目24−12 Naka-Okachimachi Sta."
武蔵新田駅,35.567978000000004,139.6922,"Musashi-Nitta Station, １丁目-１８-1 矢口 大田区 東京都 146-0093, Japan"
赤羽橋駅,35.654984000000006,139.744,"Akabanebashi Station, 1 Chome-28-13 Higashiazabu, Minato City, Tokyo 106-0044, Japan"
松陰神社前駅,35.644005,139.65526,"Shoin-jinja-mae Station, 4 Chome-21-16 Wakabayashi, Setagaya City, Tokyo 154-0023, Japan"
鬼子母神前駅,35.720055,139.71468000000002,"Kishibojimmae Station, Japan"
千鳥町駅,35.573,139.69142,"Chidoricho Station, Japan"
熊野前駅,35.748528,139.76985,"Kumanomae Station, 3 Chome-37-6 Higashiogu, Arakawa City, Tokyo 116-0012, Japan"
虎ノ門駅,35.6702,139.74973,"Japan, 〒105-0001 Tōkyō-to, Minato City, Toranomon, 1-chōme−3, 虎ノ門駅"
茗荷谷駅,35.717372999999995,139.73678999999998,"Myogadani Sta., 4 Chome-6-15 Kohinata, Bunkyo City, Tokyo 112-0006, Japan"
四ツ木駅,35.731903,139.83487,"Japan, Tōkyō-to, Katsushika City, 1, 四ツ木"
江北駅,35.773876,139.77042,"Kohoku Station, Japan"
高井戸駅,35.68326,139.61518999999998,"Japan, 〒168-0071 Tōkyō-to, Suginami City, Takaidonishi, 2-chōme−1, 高井戸"
潮見駅,35.658733000000005,139.8174,"Shiomi Station, Japan"
浅草駅,35.710793,139.79776,"Asakusa Station, 1 Chome-1-3 Asakusa, Taito City, Tokyo 111-0032, Japan"
東大前駅,35.71782,139.75801,"Todai-Mae Station, Japan"
桜台駅,35.7387,139.66238,"Sakuradai, Nerima City, Tōkyō-to, Japan"
高輪台駅,35.63166,139.73033,"Takanawadai Station, Japan"
洗足駅,35.610413,139.6944,"Senzoku Station, 2 Chome-21 Senzoku, Meguro City, Tokyo 152-0012, Japan"
東北沢駅,35.665432,139.67302,"Japan, 〒155-0031 Tōkyō-to, Setagaya City, Kitazawa, 東北沢"
穴守稲荷駅,35.550391999999995,139.74675,"Japan, Tōkyō-to, Ota City, 穴守稲荷"
東銀座駅,35.6697,139.76713999999998,"Higashi-ginza Station, 4 Chome-10-10先 Ginza, Chuo City, Tokyo 104-0061, Japan"
岩本町駅,35.695570000000004,139.77518,"Iwamotocho Station, Japan"
荏原町駅,35.603863,139.7075,"Ebara-machi Station, 5 Chome-2-1 Nakanobu, Shinagawa City, Tokyo 142-0053, Japan"
白金台駅,35.637935999999996,139.72615,"Shirokanedai Station, 4 Chome-5-10 Shirokanedai, Minato City, Tokyo 108-0071, Japan"
西大島駅,35.68919,139.82602,"Nishi-Ojima Station, 2 Chome-41-19 Ojima, Koto City, Tokyo 136-0072, Japan"
新馬場駅,35.616516,139.74147,"Shimbamba Station, 2 Chome-18-1 Kitashinagawa, Shinagawa City, Tokyo 140-0001, Japan"
志村坂上駅,35.775784,139.6953,"Japan, 〒174-0051 Tōkyō-to, Itabashi City, Shimura, 1-chōme−13, 志村坂上"
奥沢駅,35.60399,139.67226000000002,"Okusawa Station, ３丁目-４７-17 奥沢 世田谷区 東京都 158-0083, Japan"
舎人駅,35.805640000000004,139.77016,"Toneri, 1-chōme Toneri, Adachi City, Tōkyō-to 121-0831, Japan"
小伝馬町駅,35.690407,139.7788,"Japan, 〒103-0001 Tōkyō-to, Chuo City, Nihonbashikodenmachō, 小伝馬町"
外苑前駅,35.670547,139.71805,"Japan, 〒107-0061 Tokyo, Minato City, Kitaaoyama, 〒107-0062 2-7-16 Gaiemmae Station"
馬込駅,35.596385999999995,139.71182,"Magome Station, 2-chōme-30 Kitamagome, Ota City, Tōkyō-to 143-0021, Japan"
久我山駅,35.688152,139.5993,"Japan, 〒168-0082 Tōkyō-to, Suginami City, Kugayama, 久我山"
北品川駅,35.622066,139.7392,"Kita-Shinagawa Station, Japan"
西葛西駅,35.664482,139.85918,"Japan, 西葛西駅"
富士見ヶ丘駅,35.684788,139.60721,"Fujimigaoka Station, Japan"
赤土小学校前駅,35.74287,139.76904,"Akado-Shogakko-Mae Station, Japan"
小菅駅,35.758717,139.81267,"Kosuge Station, Japan"
原宿駅,35.670227000000004,139.7027,"Japan, 〒150-0001 Tokyo, Shibuya City, Jingumae, 1 丁目 18 Harajuku Station"
水道橋駅,35.70205,139.7535,"Suidobashi Station, 2 Chome Misakicho, Chiyoda City, Tokyo, Japan"
青山一丁目駅,35.672855,139.72385,"Japan, 青山一丁目駅"
御嶽山駅,35.585278,139.68239,"Ontakesan Station, Japan"
溜池山王駅,35.672129999999996,139.7414,"Tameike-sanno Station, Japan"
旗の台駅,35.60488,139.70271,"Hatanodai Station, 2 Chome-13-1 Hatanodai, Shinagawa City, Tokyo 142-0064, Japan"
青井駅,35.772564,139.82037,"Aoi Station, Japan"
代々木駅,35.683033,139.70206000000002,"Yoyogi Station, Japan"
昭和島駅,35.570859999999996,139.75,"Japan, 〒143-0004 Tōkyō-to, Ota City, Shōwajima, 2-chōme−2, 昭和島"
等々力駅,35.608356,139.64795,"Japan, 〒158-0082 Tōkyō-to, Setagaya City, Todoroki, 3-chōme, 等々力"
春日駅,35.70988,139.75314,"Kasuga Station, １-１６-17 春日 文京区 東京都 112-0003, Japan"
東松原駅,35.662643,139.65547,"Higashi-Matsubara Station, 5 Chome-2 Matsubara, Setagaya City, Tokyo 156-0043, Japan"
新宿三丁目駅,35.6908,139.70636000000002,"Shinjuku-sanchome Station, 3 Chome-3-2 Shinjuku, Shinjuku City, Tokyo 160-0022, Japan"
荒川区役所前駅,35.734916999999996,139.7864,"Arakawa-Kuyakusho-Mae Station, Japan"
信濃町駅,35.68006,139.72032,"Shinanomachi Station, 34 Shinanomachi, Shinjuku City, Tokyo 160-0016, Japan"
浮間舟渡駅,35.791252,139.69135,"Ukimafunado Station, Japan"
神保町駅,35.69593,139.75763,"Jimbocho Station, Japan"
稲荷町駅,35.711376,139.78221000000002,"Inaricho Station, Japan"
東雲駅,35.640685999999995,139.8036,"Shinonome Station, Tokyo, Japan"
芝公園駅,35.653934,139.74983,"Shibakoen Station, 4 Chome-8-14 Shibakoen, Minato City, Tokyo, Japan"
世田谷駅,35.643463,139.65071,"Setagaya Station, 4-chōme-7 Setagaya, Setagaya City, Tōkyō-to 154-0017, Japan"
下赤塚駅,35.770477,139.64488,"Japan, Tōkyō-to, 下赤塚"
三鷹駅,35.702717,139.56104,"MITAKA STATION, 3-chōme-46 Shimorenjaku, Mitaka, Tōkyō-to 181-0013, Japan"
江戸川駅,35.737663,139.89609,"Edogawa Station, Japan"
九品仏駅,35.60541,139.66109,"Kuhombutsu Station, Japan"
舎人公園駅,35.796394,139.77016,"Japan, 〒121-0837 Tōkyō-to, Adachi City, Tonerikōen, 1, 舎人公園"
梶原駅,35.751064,139.74727,"Kajiwara Station, Japan"
東向島駅,35.724895000000004,139.81947,"Higashi-Mukojima Station, 4-chōme-29 Higashimukōjima, Sumida City, Tōkyō-to 131-0032, Japan"
芝浦ふ頭駅,35.642241999999996,139.75783,"Shibaurafuto Station, 3-chōme-30 Kaigan, Minato City, Tōkyō-to 108-0022, Japan"
越中島駅,35.667976,139.79265,"Japan, 〒135-0044 Tōkyō-to, Koto City, Etchūjima, 2-chōme−2, 越中島"
大門駅,35.656643,139.75455,"Daimon, Japan"
小村井駅,35.710293,139.82762,"Omurai Station, Japan"
高野駅,35.768383,139.77081,"Koya Station, Japan"
東陽町駅,35.669575,139.8177,"Japan, 〒135-0016 Tōkyō-to, Koto City, Tōyō, 4-chōme−1, 東陽町"
国立競技場駅,35.67966,139.7143,"Kokuritsu-Kyogijo Station, Japan"
東伏見駅,35.72867,139.56423999999998,"Higashifushimi Station, 2 Chome-5-1 Higashifushimi, Nishitokyo, Tokyo 202-0021, Japan"
宮の坂駅,35.647545,139.64488,"Miyanosaka Station, Japan"
竹橋駅,35.690273,139.75832,"Takebashi Station, 1 Chome-1-1 Hitotsubashi, Chiyoda City, Tokyo, Japan"
参宮橋駅,35.6786,139.6936,"Japan, 〒151-0053 Tōkyō-to, Shibuya City, Yoyogi, 参宮橋"
神谷町駅,35.662846,139.74522,"Kamiyacho Station, Japan"
千駄ヶ谷駅,35.681194,139.71126999999998,"Sendagaya Station, 1 Chome-35 Sendagaya, Shibuya City, Tokyo 151-0051, Japan"
都庁前駅,35.69057,139.69269,"Tochomae Sta., Japan"
新大久保駅,35.701244,139.70023,"Shin-Okubo Station, 1 Chome Hyakunincho, Shinjuku City, Tokyo 169-0073, Japan"
葛西臨海公園駅,35.644386,139.86158999999998,"Kasai Seaside Park, 6-chōme Rinkaichō, Edogawa City, Tōkyō-to 134-0086, Japan"
世田谷代田駅,35.65835,139.66158000000001,"Setagaya-Daita Station, Japan"
大杉第２小学校前,35.70673,139.88118,"3 Chome-11-1 Osugi, Edogawa City, Tokyo 132-0022, Japan"
新三河島駅,35.73731,139.77411,"Shim-Mikawashima Station, Japan"
面影橋駅,35.71312,139.71391,"Omokagebashi Station, Japan"
八潮駅,35.807835,139.84483,"Yashio Station, Japan"
沼部駅,35.582497,139.67314,"Numabe Station, Japan"
築地駅,35.66766,139.77211,"Japan, 築地駅"
末広町駅,35.702896,139.77165,"Suehirochō Sta., 3-chōme-16 Sotokanda, Chiyoda City, Tōkyō-to 101-0021, Japan"
御徒町駅,35.707542,139.77486000000002,"Japan, 〒110-0005 Tokyo, Taito City, Ueno, ５ 丁目 ２７ Okachimachi Station"
豪徳寺駅,35.65374,139.64735,"Gotokuji Station, Japan"
天空橋駅,35.54803,139.75465,"Japan, 〒144-0041 Tōkyō-to, Ota City, Hanedakūkō, 1-chōme−1, 天空橋"
新代田駅,35.662597999999996,139.66052,"Shin-Daita Station, Japan"
向原駅,35.728905,139.72488,"Mukohara Station, Japan"
永田町駅,35.6786,139.74028,"Nagatacho Station, 1 Chome-11-２８ Nagatacho, Chiyoda City, Tokyo 100-0014, Japan"
三越前駅,35.687157,139.77357,"Mitsukoshi-Mae Station, Japan"
御成門駅,35.660564,139.75124,"Japan, Tōkyō-to, Minato City, 3-chōme−2, 御成門"
巣鴨新田駅,35.735695,139.72769,"Sugamo-Shinden Station, Japan"
南新宿駅,35.683690000000006,139.69891,"Minami-Shinjuku Station, 1-chōme-51 Yoyogi, Shibuya City, Tōkyō-to 151-0053, Japan"
天王洲アイル駅,35.62044,139.75081,"Japan, Tokyo, Shinagawa City, 東品川2-3-8 Tennozu Isle Station"
お台場海浜公園駅,35.62975,139.77867,"Odaiba Seaside Park, Japan"
東京駅,35.681236,139.76712,"Tokyo Station, 1 Chome Marunouchi, Chiyoda City, Tokyo, Japan"
鮫洲駅,35.60503,139.74223,"Samezu Station, Japan"
亀戸水神駅,35.700096,139.83348,"Kameidosuijin Station, Japan"
銀座駅,35.671726,139.76445,"Japan, 〒104-0061 東京都 中央区銀座４丁目１−２ Ginza Station"
淡路町駅,35.694959999999995,139.76746,"Awajicho Station, Japan"
築地市場駅,35.66488,139.76688000000001,"Tsukijishijo Station, Japan"
下神明駅,35.6088,139.72623000000002,"Shimoshimmei Station, Japan"
竹ノ塚,35.792640000000006,139.7946,"Takenotsuka, Adachi City, Tokyo 121-0813, Japan"
東あずま駅,35.7071,139.83191000000002,"Higashi-azuma Station, Japan"
町屋二丁目駅,35.743927,139.77643,"Machiyanichome Station, Japan"
東尾久三丁目駅,35.745647,139.77388,"Higashiogusanchome Station, Japan"
大崎広小路駅,35.622634999999995,139.72267,"Japan, 〒141-0031 Tōkyō-to, Shinagawa City, Nishigotanda, 4-chōme, 大崎広小路"
町屋駅前駅,35.74279,139.78088,"Machiyaekimae Station, Japan"
新宿西口駅,35.693290000000005,139.69913,"Japan, 〒160-0023 東京都 新宿区西新宿１丁目３−１７ Shinjuku-nishiguchi Sta."
東京国際クルーズターミナル駅,35.621340000000004,139.77322,"Tokyo International Cruise Terminal Station, ２-５-7 青海 江東区 東京都 135-0064, Japan"
和光市駅,35.788334000000006,139.61282,"Wakoshi Station, Japan"
日本橋駅,35.682095000000004,139.77528,"Nihombashi Station, １-３-11 日本橋 中央区 東京都 103-0027, Japan"
汐留駅,35.6629,139.75996,"Japan, 〒105-0021 東京都港区東新橋１丁目９−１ Shiodome Station"
新御茶ノ水駅,35.696934000000006,139.76543,"Shin-Ochanomizu Station, 3-chōme Kanda Surugadai, Chiyoda City, Tōkyō-to 101-0062, Japan"
荒川二丁目駅,35.738566999999996,139.78471000000002,"Arakawa-Nichome Station, Japan"
京橋駅,35.6767,139.77,"2-chōme-4 Kyōbashi, Chuo City, Tōkyō-to"
宝町駅,35.67562,139.77211,"Takaracho Station, 2 Chome-13-１１ Kyobashi, Chuo City, Tokyo 104-0031, Japan"
浦安駅,35.665653000000006,139.89334,"Japan, 浦安駅"
明治神宮前駅,35.66847,139.70538,"Meijijingu-Mae Station, Japan"
