Stations,LAT,LON,Eng_Location
川口駅,35.80193,139.71764,"Kawaguchi Station, 3 Chome-1-21 Sakaecho, Kawaguchi, Saitama 332-0017, Japan"
めぐろ区民キャンパス,35.621047999999995,139.67358000000002,"Japan, 〒152-0023 Tokyo, Meguro City, Yakumo, 1, 一丁目1番1号"
西武柳沢駅,35.728638000000004,139.55255,"Seibu-Yagisawa Station, 6-chōme-1 Yagisawa, Nishitokyo, Tōkyō-to 202-0022, Japan"
玉堤一丁目,35.59755,139.65158,"1 Chome Tamazutsumi, Setagaya City, Tokyo 158-0087, Japan"
亀有二丁目東［公明寺前］,35.763909999999996,139.8513,"Kameari Nichome Azuma [ Komyojimae Bus Stop, 3-chōme-41 Kameari, Katsushika City, Tōkyō-to 125-0061, Japan"
池雪小,35.5906,139.6947,
本郷,35.70883,139.7601,"Hongo, Bunkyo City, Tokyo 113-0033, Japan"
勝どき橋南詰,35.66059,139.7764,"Japan, 〒104-0054 Tōkyō-to, Chuo City, Kachidoki, 1-chōme−12, 勝どき橋南詰（バス）"
東新小岩三丁目,35.72221,139.86016999999998,"3 Chome Higashishinkoiwa, Katsushika City, Tokyo 124-0023, Japan"
扇大橋駅前,35.76389,139.77086,"Ogi-Ohashi Station, Japan"
春江町四丁目,35.682655,139.87616,"4 Chome Haruecho, Edogawa City, Tokyo 134-0003, Japan"
葛西駅通り,35.660790000000006,139.8696,"Japan, 〒134-0083 Tōkyō-to, Edogawa City, Nakakasai, 6-chōme−18, 葛西駅通り（バス）"
江北橋下,35.7781,139.7693,
南水元,35.776959999999995,139.85857,"Minamimizumoto, Katsushika City, Tokyo 125-0035, Japan"
堀江団地,35.6474,139.8714,"Japan, 〒134-0085 Tōkyō-to, Edogawa City, Minamikasai, 3-chōme−16, 堀江団地（バス）"
久が原駅入口,35.579,139.683,"Kugahara Eki Iriguchi, 20 Nishiminemachi, Ota City, Tōkyō-to 145-0075, Japan"
西荻窪駅北口,35.704037,139.59961,"3 Chome-1-10 Nishiogikita, Suginami City, Tokyo 167-0042, Japan"
南葛西中,35.64987,139.87393,"Minamikasai, Edogawa City, Tokyo 134-0085, Japan"
東小松川小学校前,35.69228,139.8678,"Japan, 〒132-0025 Tōkyō-to, Edogawa City, Matsue, 3-chōme−2, 東小松川小学校前（バス）"
公園前,35.7929,139.7949,"2-chōme-25 Takenotsuka, Adachi City, Tōkyō-to 121-0813"
南葛西中学校前,35.64537,139.8757,"Japan, 〒134-0085 Tōkyō-to, Edogawa City, Minamikasai, 6-chōme−7, 南葛西中学校前（バス）"
興本センター前,35.76817,139.7806,"Okimoto Center Zen Bus Stop, 1-chōme-18 Okino, Adachi City, Tōkyō-to 123-0844, Japan"
北里研究所,35.6455,139.7266,"5 Chome-9-１ Shirokane, Minato City, Tokyo 108-8642"
菊地外科胃腸科,35.71667,139.892,"Kikuchigekaichoka Bus Stop, 1-chōme-6 Nishishinozaki, Edogawa City, Tōkyō-to 133-0055, Japan"
久地駅,35.610077000000004,139.59306,"Kuji Station, Japan"
蓮田駅,35.981285,139.65308000000002,"Hasuda, Hasuda, Saitama, Japan"
代田一丁目,35.65297,139.66243,"1 Chome Daita, Setagaya City, Tokyo 155-0033, Japan"
鹿骨三丁目,35.71375,139.89217,"3 Chome Shishibone, Edogawa City, Tokyo 133-0073, Japan"
小松川三丁目,35.698948,139.85153,"3 Chome Komatsugawa, Edogawa City, Tokyo 132-0034, Japan"
本八幡駅,35.721092,139.92723,"Japan, 〒272-0021 Chiba, Ichikawa, Yawata, 2-chōme, 本八幡"
田道小学校,35.637676,139.70909,"1 Chome-15-28 Meguro, Meguro City, Tokyo 153-0063, Japan"
鹿骨一丁目,35.708861999999996,139.8893,"1 Chome Shishibone, Edogawa City, Tokyo 133-0073, Japan"
大森西２丁目,35.576813,139.73006999999998,"2 Chome Omorinishi, Ota City, Tokyo 143-0015, Japan"
田無駅,35.7272,139.53897,"Tanashi, Tanashichō, Nishitokyo, Tōkyō-to 188-0011, Japan"
武蔵溝ノ口駅,35.599070000000005,139.61101000000002,"Musashi-Mizonokuchi Station, 2 Chome-1-1 Mizonokuchi, Takatsu Ward, Kawasaki, Kanagawa, Japan"
東小松川一,35.70049,139.86688,"1 Chome Higashikomatsugawa, Edogawa City, Tokyo 132-0033, Japan"
花畑小学校前,35.79183,139.8266,"Hanahatashogakkozen Bus Stop, 3-chōme-22 Minamihanahata, Adachi City, Tōkyō-to 121-0062, Japan"
税務署前,35.57563,139.7122,"Zeimushomae Bus Stop, 7-chōme-5 Chūō, Ota City, Tōkyō-to 143-0024, Japan"
釜寺,35.680912,139.65825,"2 Chome-5-4 Honan, Suginami City, Tokyo 168-0062, Japan"
第二葛西小,35.662487,139.87872,"6 Chome-33-1 Higashikasai, Edogawa City, Tokyo 134-0084, Japan"
葛西区民館,35.665924,139.86958,"〒134-0083, ３丁目-１０-1 中葛西 江戸川区 東京都 134-0083, Japan"
弥生町３丁目,35.68792,139.67519,"3 Chome Yayoicho, Nakano City, Tokyo 164-0013, Japan"
母子寮前,35.68897,139.6619,"Boshiryozen Bus Stop, 1-chōme-10 Wada, Suginami City, Tōkyō-to 166-0012, Japan"
東京都市大付属小学校前,35.633309999999994,139.6041,"Tokyoto Shidaifuzokushogakkozen Bus Stop, 1-chōme-13 Seijō, Setagaya City, Tōkyō-to 157-0066, Japan"
東淵江庭園,35.784440000000004,139.8391,"Higashifuchieteien Bus Stop, 5-chōme-28 Ōyata, Adachi City, Tōkyō-to 120-0001, Japan"
春江中学校,35.7011,139.8913,"2 Chome-47-1 Haruecho, 江戸川区 Edogawa City, Tokyo 132-0003"
NHK技術研究所,35.635635,139.61574,"1 Chome-10-１１ Kinuta, Setagaya City, Tokyo 157-8510, Japan"
高津駅,35.6033,139.61725,"Takatsu Station, 4 Chome-1-1 Futago, Takatsu Ward, Kawasaki, Kanagawa 213-0002, Japan"
西麻布,35.658394,139.72305,"Nishiazabu, Minato City, Tokyo 106-0031, Japan"
区立総合運動場,35.63139,139.61238,"4 Chome-6-1 Okura, Setagaya City, Tokyo 157-0074, Japan"
関原2丁目,35.767654,139.78949,"2 Chome Sekibara, Adachi City, Tokyo 123-0852, Japan"
南葛西住宅,35.65213,139.87091,"Japan, 〒134-0085 Tōkyō-to, Edogawa City, Minamikasai, 3-chōme−20−６ 南葛西住宅"
新堀一,35.77258,139.53436000000002,"1 Chome Shinbori, Niiza, Saitama 352-0032, Japan"
六ツ木団地,35.79025,139.8386,"Mutsugidanchi Bus Stop, 1-chōme-5 Mutsugi, Adachi City, Tōkyō-to 121-0052, Japan"
東葛西六,35.66277,139.88033000000001,"Higashikasai, Edogawa City, Tokyo 134-0084, Japan"
興野公団住宅,35.7713,139.7811,"Okinokodanjutaku Bus Stop, 1-chōme-10 Okino, Adachi City, Tōkyō-to 123-0844, Japan"
上沼田中,35.776848,139.7658,"5 Chome-17-1 Kohoku, Adachi City, Tokyo 123-0872, Japan"
葛西第二中,35.67897,139.86206,"１０８５ Ukitacho, Edogawa City, Tokyo 134-0082, Japan"
上沼田団地入口,35.77827,139.7637,"Kaminumatadanchiiriguchi Bus Stop, 3-chōme-36 Kōhoku, Adachi City, Tōkyō-to 123-0872, Japan"
哲学同公園入口,35.7207,139.6756,
浦安橋,35.665627,139.88618,"Japan, 〒134-0084 Tokyo, Edogawa City, Higashikasai, 16, Unnamed Road、３丁目 Urayasu Bridge"
東京臨海病院,35.652409999999996,139.85373,"1 Chome-4-2 Rinkaicho, Edogawa City, Tokyo 134-0086, Japan"
宇喜田,35.677128,139.86305,"Ukitacho, Edogawa City, Tokyo 134-0082, Japan"
中台一丁目,35.766940000000005,139.6776,"Nakadai Itchome Bus Stop, 1-chōme-22 Nakadai, Itabashi City, Tōkyō-to 174-0064, Japan"
中耕地,35.61578,139.6248,"Nakagochi Bus Stop, 3-chōme-22 Tamagawa, Setagaya City, Tōkyō-to 158-0094, Japan"
千歳船橋駅前,35.647420000000004,139.62398000000002,"Chitose-Funabashi Station, Japan"
第六葛西小,35.667846999999995,139.8645,"4 Chome-5-1 Nishikasai, 江戸川区 Edogawa City, Tokyo 134-0088, Japan"
平井駅前,35.706364,139.84239,"Hirai Station, 3-chōme-30 Hirai, Edogawa City, Tōkyō-to 132-0035, Japan"
中葛西五,35.66245,139.86945,"5 Chome Nakakasai, Edogawa City, Tokyo 134-0083, Japan"
北砂３丁目,35.682846000000005,139.82849,"3 Chome Kitasuna, Koto City, Tokyo 136-0073, Japan"
代田中筋停留所,35.65028,139.664,"Daitanakakin Bus Stop, 2-chōme-31 Wakabayashi, Setagaya City, Tōkyō-to 154-0023, Japan"
「江原中野通り」,35.72963,139.672,"Eharacho, Nakano City, Tokyo 165-0023, Japan"
東深沢中,35.618829999999996,139.65376,"4 Chome-18-28 Fukasawa, Setagaya City, Tokyo 158-0081, Japan"
堀ノ内二,35.687855,139.65222,"2 Chome Horinouchi, Suginami City, Tokyo 166-0013, Japan"
篠崎町七,35.704784000000004,139.9021,"7 Chome Shinozakimachi, Edogawa City, Tokyo 133-0061, Japan"
下小松橋,35.720177,139.866,"Shimo-Komatsubashi, 4-chōme-32 Shinkoiwa, Katsushika City, Tōkyō-to 124-0024, Japan"
武蔵関駅入口,35.72736,139.5782,"Musashisekiekiiriguchi Bus Stop, 1-chōme-23 Sekimachikita, Nerima City, Tōkyō-to 177-0051, Japan"
東葛西七,35.65846,139.87743999999998,"7 Chome Higashikasai, Edogawa City, Tokyo 134-0084, Japan"
円融寺前,35.61973,139.6929,"Enyujizen Bus Stop, 6-chōme-20 Megurohonchō, Meguro City, Tōkyō-to 152-0002, Japan"
葛飾車庫入口,35.77977,139.8518,"Katsushikashakoiriguchi Bus Stop, 1-chōme-1 Nishimizumoto, Katsushika City, Tōkyō-to 125-0031, Japan"
棒茅場,35.672684000000004,139.85492,"Boshiba dori Ave, Edogawa City, Tōkyō-to, Japan"
葛西工業高校,35.683605,139.87885,"7 Chome-68-1 Ichinoe, Edogawa City, Tokyo 132-0024, Japan"
瀬田（環八口）,35.62032,139.6325,"Seta [ Kanpachikuchi Bus Stop, 2-chōme-24 Seta, Setagaya City, Tōkyō-to 158-0095, Japan"
やのはし,35.622,139.6217,"2-chōme-25 Okamoto, Setagaya City, Tōkyō-to 157-0076"
杉並第２小学校前,35.693153,139.63142,"3 Chome-4-番１号 Naritanishi, Suginami City, Tokyo 166-0016, Japan"
千川,35.73809,139.68944,"Senkawa, 3-chōme Kanamechō, Toshima City, Tōkyō-to 171-0043, Japan"
新小岩1丁目,35.715286,139.85793,"1 Chome Shinkoiwa, Katsushika City, Tokyo 124-0024, Japan"
三谷,35.6297,139.6821,"3-chōme-20 Takaban, Meguro City, Tōkyō-to 152-0004"
公園橋,35.6275,139.6148,"3-chōme-21 Okamoto, Setagaya City, Tōkyō-to 157-0076"
向河原駅,35.572193,139.66728,"Mukaigawara Station, Japan"
新田三丁目,35.769591999999996,139.7486,"3 Chome Shinden, Adachi City, Tokyo 123-0865, Japan"
南砂四住宅,35.673943,139.83182,"Japan, 〒136-0076 Tokyo, Koto City, Minamisuna, 4 Chome−12−１０ 都営南砂四丁目住宅"
水元中学校,35.782447999999995,139.8649,"3 Chome-20-1 Mizumoto, 葛飾区 Katsushika City, Tokyo 125-0032, Japan"
東京三育小学校入口,35.71983,139.5827,"Tokyosanikushogakkoiriguchi Bus Stop, 15 Tatenochō, Nerima City, Tōkyō-to 177-0054, Japan"
元八幡,35.671345,139.83342,"Motohachiman St, Minamisuna, Koto City, Tōkyō-to 136-0076, Japan"
王子製紙裏門,35.696059999999996,139.9107,"Ojimateriauramon Bus Stop, 5-chōme-13 Minamishinozakimachi, Edogawa City, Tōkyō-to 133-0065, Japan"
江戸川区口腔保健センター入口,35.676327,139.88228,"5 Chome-14-4 Edogawa, Edogawa City, Tokyo 134-0013, Japan"
北篠崎,35.718821999999996,139.89696999999998,"Kitashinozaki, Edogawa City, Tokyo 133-0053, Japan"
大森西４丁目,35.573425,139.72305,"4 Chome Omorinishi, Ota City, Tokyo 143-0015, Japan"
南葛西第二小,35.64999,139.88025,"7 Chome-5-9 Minamikasai, Edogawa City, Tokyo 134-0085, Japan"
松ヶ丘交番前,35.64073,139.6422,"Matsugaoka Kobanzen Bus Stop, 5-chōme-16 Tsurumaki, Setagaya City, Tōkyō-to 154-0016, Japan"
産業道路駅,35.536728000000004,139.74063,"Japan, 〒210-0811 Kanagawa, Kawasaki, Kawasaki-ku, Daishigawara, 2-chōme, 産業道路"
志茂一丁目,35.77648,139.73006999999998,"1 Chome Shimo, Kita City, Tokyo 115-0042, Japan"
袖ヶ浦,35.430256,139.95488,"Sodegaura, Chiba, Japan"
葛西南高校入口,35.6544,139.8724,"Japan, 〒134-0085 Tōkyō-to, Edogawa City, Minamikasai, 1-chōme−13, 葛西南高校入口（バス）"
林試の森入口,35.62695,139.7071,"Rinshinomoriiriguchi Bus Stop, 5-chōme-37 Shimomeguro, Meguro City, Tōkyō-to 153-0064, Japan"
大山西町,35.74658,139.6956,"Oyamanishicho, Itabashi City, Tokyo 173-0033, Japan"
仲町西組,35.65954,139.8728,"Japan, 〒134-0083 Tōkyō-to, Edogawa City, Nakakasai, 8-chōme−11, 仲町西組（バス）"
成田西こども園,35.69055,139.63138,"1 Chome-28-６ Naritanishi, Suginami City, Tokyo 166-0016, Japan"
上町,35.64338,139.64671,"Kamimachi Station, 3 Chome-4-3 Setagaya, Setagaya City, Tokyo 154-0017, Japan"
円融時前,35.6197,139.6929,
中央公園,35.7807,139.8584,"1 Chome-23 Mizumoto, Katsushika City, Tokyo 125-0032"
春江町４丁目,35.682655,139.87616,"4 Chome Haruecho, Edogawa City, Tokyo 134-0003, Japan"
西瑞江５丁目,35.67918,139.87968,"5 Chome Nishimizue, Edogawa City, Tokyo 134-0015, Japan"
こまえ苑,35.62588,139.59273000000002,"4 Chome-17-17 Iwadominami, Komae, Tokyo 201-0005, Japan"
中野行きバス停,35.69703,139.6823,"Nakanosakaueeki Bus Stop, 2-chōme-46 Honchō, Nakano City, Tōkyō-to 164-0012, Japan"
十貫坂上,35.694340000000004,139.6684,"Jukkansakaue Bus Stop, 4-chōme-36 Honchō, Nakano City, Tōkyō-to 164-0012, Japan"
駒繋神社,35.638329999999996,139.68016,"4 Chome-27-26 Shimouma, Setagaya City, Tokyo 154-0002, Japan"
東京都現代美術館前,35.679703,139.80664,"Tokyoto Gendaibijutsukanmae Bus Stop, 3-chōme-3 Miyoshi, Koto City, Tōkyō-to 135-0022, Japan"
松陰神社前,35.644005,139.65526,"Shoin-jinja-mae Station, 4 Chome-21-16 Wakabayashi, Setagaya City, Tokyo 154-0023, Japan"
王子マテリア,35.6951,139.912,"2 Chome-3-2 Higashishinozaki, Edogawa City, Tokyo 133-0063"
東陽1丁目,35.666496,139.8106,"1 Chome Toyo, Koto City, Tokyo 135-0016, Japan"
葛西第三中入口,35.6582,139.864,
東砂五,35.67635,139.84386,"5 Chome Higashisuna, Koto City, Tokyo 136-0074, Japan"
入谷五丁目,35.80471,139.7643,"Iriya Gochome Bus Stop, 1-chōme-28 Iriya, Adachi City, Tōkyō-to 121-0836, Japan"
土支田地蔵,35.76225,139.612,"Doshidajizo Bus Stop, 2-chōme-37 Doshida, Nerima City, Tōkyō-to 179-0076, Japan"
押部,35.7852,139.7635,"7-chōme-7 Shikahama, Adachi City, Tōkyō-to 123-0864"
東小松川小,35.69305,139.8659,"3 Chome-27-１ Higashikomatsugawa, Edogawa City, Tokyo 132-0033, Japan"
千川２丁目,35.7416,139.69177,"2 Chome Senkawa, Toshima City, Tokyo 171-0041, Japan"
加賀団地,35.79438,139.7618,"Japan, 〒123-0862 Tōkyō-to, Adachi City, Saranuma, 1-chōme−18, 加賀団地（バス）"
武蔵小杉駅,35.576633,139.65947,"Musashi-Kosugi Station, 3 Chome-492 Kosugimachi, Nakahara Ward, Kawasaki, Kanagawa 211-0063, Japan"
等々力7丁目,35.614838,139.65605,"7 Chome Todoroki, Setagaya City, Tokyo 158-0082, Japan"
農大一高前,35.639959999999995,139.6368,"Nodaiichikomae Bus Stop, 3-chōme-8 Sakura, Setagaya City, Tōkyō-to 156-0053, Japan"
三ツ塚,35.723,139.5667,"Mitsuzuka Bus Stop, 4-chōme-25 Sekimachiminami, Nerima City, Tōkyō-to 177-0053, Japan"
石神井公園駅南口,35.7433,139.6064,"Shakujii Koen Ekiminamiguchi Bus Stop, 3-chōme-22 Shakujiimachi, Nerima City, Tōkyō-to 177-0041, Japan"
病院前,35.7833,139.7655,"2-chōme-12 Yazaike, Adachi City, Tōkyō-to 123-0863"
池上三,35.5754,139.7007,"3 Chome Ikegami Ota City, Tokyo 146-0082"
桜小学校,35.643035999999995,139.64523,"2 Chome-4-15 Setagaya, Setagaya City, Tokyo 154-0017, Japan"
東砂６北,35.672073,139.84322,"6 Chome Higashisuna, Koto City, Tokyo 136-0074, Japan"
小豆沢,35.7776,139.70006999999998,"Azusawa, Itabashi City, Tokyo 174-0051, Japan"
広町住宅,35.68439,139.6612,"Hiromachijutaku Bus Stop, 5-chōme-25 Minamidai, Nakano City, Tōkyō-to 164-0014, Japan"
谷河内テニスコート,35.70125,139.89883,"2 Chome-9-１９ Yagouchi, Edogawa City, Tokyo 133-0002, Japan"
京葉口,35.703,139.8899,"Keiyoguchi Bus Stop, 2-chōme-2 Niihori, Edogawa City, Tōkyō-to 132-0001, Japan"
清水三丁目,35.71754,139.6178,"3 Chome Shimizu, Suginami City, Tokyo 167-0033, Japan"
東葛西九,35.65396,139.88416999999998,"9 Chome Higashikasai, Edogawa City, Tokyo 134-0084, Japan"
若葉町2丁目,35.65759,139.58848999999998,"2 Chome Wakabacho, Chofu, Tokyo 182-0003, Japan"
園芸高校前,35.61698,139.6505,"Engeikokomae Bus Stop, 8-chōme-23 Todoroki, Setagaya City, Tōkyō-to 158-0082, Japan"
野沢三丁目,35.630559999999996,139.67519,"3 Chome Nozawa, Setagaya City, Tokyo 154-0003, Japan"
北小岩七,35.744343,139.89185,"7 Chome Kitakoiwa, Edogawa City, Tokyo 133-0051, Japan"
第四葛西小,35.658928,139.87093000000002,"8 Chome-8-1 Nakakasai, Edogawa City, Tokyo 134-0083, Japan"
鹿本中学校,35.7184,139.8768,"1 Chome-36-1 Matsumoto, Edogawa City, Tokyo 133-0043"
西葛西六,35.66672,139.85857,"Nishikasai, Edogawa City, Tokyo 134-0088, Japan"
氷川神社前＜足立区＞,35.812523,139.77046,"Japan, 尾久橋通り 氷川神社前(足立区)［東武バス］"
北砂２丁目,35.681824,139.82594,"2 Chome Kitasuna, Koto City, Tokyo 136-0073, Japan"
足立六中入口,35.759609999999995,139.7789,"Japan, 〒123-0856 Tōkyō-to, Adachi City, Motoki Nishimachi, 4, 足立六中入口（バス）"
和田掘り公園入口,35.685223,139.64056000000002,"Wadabori Park, 2 Chome-23 Omiya, Suginami City, Tokyo 168-0061, Japan"
東京都人権プラザ,35.65287,139.75156,"Japan, 〒105-0014 Tokyo, Minato City, Shiba, 2 Chome−5−６ 256 スクエアビル1・2階"
花保会館前,35.79052,139.8222,"Kahokaikanzen Bus Stop, 3-chōme-4 Minamihanahata, Adachi City, Tōkyō-to 121-0062, Japan"
大森日赤前,35.580420000000004,139.7185,"Omorinissekimae Bus Stop, 1-chōme-7 Chūō, Ota City, Tōkyō-to 143-0024, Japan"
梅島第二小学校通り,35.765159999999995,139.7933,"Japan, 〒123-0851 Tōkyō-to, Adachi City, Umeda, 4-chōme−14, 梅島第二小学校通り（バス）"
東砂六,35.672073,139.84322,"6 Chome Higashisuna, Koto City, Tokyo 136-0074, Japan"
奥戸四丁目,35.72869,139.8656,"4 Chome Okudo, Katsushika City, Tokyo 124-0022, Japan"
清水二丁目,35.7148,139.6144,"1-chōme-40 Momoi, Suginami City, Tōkyō-to 167-0034"
和田,35.7489,139.6077,"2-chōme-32 Shakujiimachi, Nerima City, Tōkyō-to 177-0041"
コーシャハイム南葛西,35.64359,139.8726,"Japan, 〒134-0085 Tōkyō-to, Edogawa City, Minamikasai, 5-chōme−17, コーシャハイム南葛西（バス）"
小学校通り,35.65801,139.8756,"Japan, 〒134-0084 Tōkyō-to, Edogawa City, Higashikasai, 8-chōme−5, 小学校通り（バス）"
津田山駅,35.603603,139.60072,"Tsudayama Station, Japan"
新田,35.854122,139.79543,"Shinden Station, Japan"
皿沼一丁目,35.792114,139.76328999999998,"1 Chome Saranuma, Adachi City, Tokyo 123-0862, Japan"
南長崎三丁目,35.725159999999995,139.68794,"3 Chome Minaminagasaki, Toshima City, Tokyo 171-0052, Japan"
下馬6丁目,35.629807,139.67902,"6 Chome Shimouma, Setagaya City, Tokyo 154-0002, Japan"
関原三丁目,35.771217,139.78694,"3 Chome Sekibara, Adachi City, Tokyo 123-0852, Japan"
篠崎町1丁目,35.710148,139.90979,"1 Chome Shinozakimachi, Edogawa City, Tokyo 133-0061, Japan"
土支田二丁目,35.763690000000004,139.6097,"Doshida Nichome Bus Stop, 2-chōme-42 Doshida, Nerima City, Tōkyō-to 179-0076, Japan"
川崎大師駅,35.535683,139.72615,"Kawasaki-Daishi Station, Japan"
都営住宅（バス）,35.78338,139.8163,"Toei Jutaku Bus Stop, 2-chōme-8 Rokuchō, Adachi City, Tōkyō-to 121-0073, Japan"
総合スポーツセンター,35.79218,139.81377,"2 Chome-27-１ Higashihokima, Adachi City, Tokyo 121-0063, Japan"
下小岩小,35.727936,139.88268,"7 Chome-8-1 Minamikoiwa, Edogawa City, Tokyo 133-0056, Japan"
東小岩二,35.72699,139.89441000000002,"2 Chome Higashikoiwa, Edogawa City, Tokyo 133-0052, Japan"
成田東3丁目,35.694305,139.63692,"3 Chome Naritahigashi, Suginami City, Tokyo 166-0015, Japan"
等々力７丁目,35.614838,139.65605,"7 Chome Todoroki, Setagaya City, Tokyo 158-0082, Japan"
松本小,35.7152,139.8841,"6 Chome-9-１ Shishibone, Edogawa City, Tokyo 133-0073"
目白台一丁目,35.714417,139.72113000000002,"1 Chome Mejirodai, Bunkyo City, Tokyo 112-0015, Japan"
東京ビッグサイト駅,35.630245,139.79148999999998,"Tokyo Big Sight Station, Japan"
野沢三,35.630559999999996,139.67519,"3 Chome Nozawa, Setagaya City, Tokyo 154-0003, Japan"
下馬六,35.629807,139.67902,"6 Chome Shimouma, Setagaya City, Tokyo 154-0002, Japan"
吉祥寺通り入り口,35.72214,139.5821,"Kichijojidoriiriguchi Bus Stop, 3-chōme-6 Sekimachiminami, Nerima City, Tōkyō-to 177-0053, Japan"
北砂六,35.682983,139.83745,"6 Chome Kitasuna, Koto City, Tokyo 136-0073, Japan"
民家園,35.622,139.6179,"2 Chome-19-1 Okamoto, Setagaya City, Tokyo 157-0076"
東小松川一丁目,35.70049,139.86688,"1 Chome Higashikomatsugawa, Edogawa City, Tokyo 132-0033, Japan"
野毛二,35.601795,139.64075,"2 Chome Noge, Setagaya City, Tokyo 158-0092, Japan"
弥生町三丁目,35.68792,139.67519,"3 Chome Yayoicho, Nakano City, Tokyo 164-0013, Japan"
榎北,35.66059,139.6031,"Enokikita Bus Stop, 3-chōme-12 Kasuya, Setagaya City, Tōkyō-to 157-0063, Japan"
池上警察署,35.57435,139.69861,"3 Chome-20-１０ Ikegami, Ota City, Tokyo 146-0082, Japan"
西が丘,35.767956,139.71028,"Nishigaoka, Kita City, Tokyo 115-0056, Japan"
成田西子供園前,35.69055,139.63138,"1 Chome-28-６ Naritanishi, Suginami City, Tokyo 166-0016, Japan"
